,Coef.,Std.Err.,t,P>|t|,[0.025,0.975]
Intercept,-2.7779933760439803e-08,1249.6080357524374,-2.2230917988385396e-11,0.9999999999822624,-2449.236723292033,2449.2367232364727
x,25147.115838753456,5696.562829631499,4.414436668362031,1.0145190792606042e-05,13981.830021497637,36312.40165600927
